N,P,K,temperature,humidity,ph,rainfall,label
72.1,44.5,45.1,21.18,60.78,6.99,77.39,Wheat
120.1,87.9,113.2,19.47,86.46,6.1,73.88,Cabbage
71.2,49.4,69.1,27.8,69.99,6.29,60.82,Tomato
67.3,54.9,67.2,27.79,72.42,6.57,60.63,Tomato
33.1,42.0,27.1,26.02,69.89,6.64,51.98,Soybean
85.3,-7.754855191368357,98.0,25.21,78.77,6.29,121.51,Sugarcane
31.5,23.8,30.2,22.68,67.99,6.09,126.76,Apple
112.4,93.8,425.2,29.72,76.71,5.97,145.5,Banana
29.6,19.3,26.8,29.99,67.54,6.33,96.39,Mango
60.2,40.2,46.7,19.92,60.11,6.56,73.08,Wheat
124.1,76.4,114.0,17.24,85.14,6.34,68.53,Cauliflower
62.1,57.4,73.4,26.66,69.73,6.49,63.85,Tomato
127.5,78.0,114.2,18.5,85.89,6.0,74.99,Cauliflower
53.5,-9.412985073685356,37.3,13.65,63.78,7.0,60.03,Barley
59.2,36.6,36.0,17.74,57.64,7.24,70.62,Wheat
126.9,78.4,124.0,17.45,85.47,6.17,67.67,Cabbage
65.8,63.9,73.1,15.82,72.7,6.59,46.76,Garlic
34.2,79.7,34.1,11.78,72.69,6.8,49.49,Pea
49.8,32.6,22.7,28.95,49.86,6.06,46.87,Millet
56.6,36.5,47.1,14.67,63.6,7.23,56.76,Barley
51.7,22.4,26.3,27.05,48.26,6.19,53.91,Millet
80.2,48.0,73.7,24.1,71.64,6.3,96.92,Chili
31.7,18.4,32.5,19.31,59.16,6.1,149.87,Apple
61.4,49.3,47.5,17.94,59.23,6.58,54.08,Barley
131.8,90.2,363.5,27.46,82.76,5.96,107.44,Banana
63.0,66.4,68.8,20.93,72.23,6.59,50.14,Onion
26.8,73.4,30.5,15.21,77.73,6.31,47.61,Pea
81.9,55.5,79.6,28.94,66.9,6.27,90.0,Chili
54.3,43.1,51.3,15.88,59.46,6.48,58.53,Barley
28.5,75.8,31.8,11.94,76.51,6.65,51.62,Pea
66.5,59.7,68.1,19.81,88.04,5.0,60.53,Potato
54.4,37.3,54.0,16.24,60.53,6.86,58.11,Barley
58.6,40.7,44.0,18.68,62.9,6.85,54.96,Barley
26.0,76.8,30.2,13.39,73.25,6.82,49.75,Pea
76.7,53.2,78.1,25.86,74.66,6.65,96.1,Chili
63.3,47.8,39.9,19.96,59.42,6.81,71.92,Wheat
29.9,78.6,27.2,12.47,74.82,6.64,42.74,Pea
55.9,46.5,41.6,15.52,62.87,6.79,61.71,Barley
31.6,74.2,35.0,20.94,66.75,6.84,40.94,Lentil
58.6,44.1,44.1,16.12,62.49,6.51,49.58,Barley
61.1,68.4,63.8,22.65,88.75,5.05,59.97,Potato
103.6,45.5,79.9,22.74,69.07,6.66,88.51,Maize
27.9,10.6,29.3,28.97,59.17,6.68,107.3,Mango
94.0,52.4,82.3,21.23,70.34,6.3,70.16,Maize
138.3,75.0,142.6,18.48,85.67,6.3,70.41,Cabbage
131.4,110.3,372.9,27.79,81.5,5.76,113.72,Banana
29.0,72.8,31.6,20.84,64.47,6.93,29.76,Lentil
79.2,54.7,68.6,27.42,72.11,6.19,89.65,Chili
-1.0239662755334002,53.6,50.7,18.12,68.19,7.13,56.22,Mustard
55.5,33.3,37.8,18.23,63.32,6.62,50.43,Barley
120.6,74.8,122.0,16.24,85.42,6.01,70.33,Cauliflower
72.2,69.3,72.2,17.53,70.99,6.31,54.22,Garlic
34.1,82.1,35.1,21.52,64.13,7.07,38.6,Lentil
58.2,68.4,63.7,19.27,87.42,5.1,62.98,Potato
114.4,77.5,128.9,17.0,86.44,5.86,79.43,Cauliflower
97.9,61.5,56.8,30.64,85.26,6.2,214.01,Rice
27.3,20.5,28.6,19.57,67.31,5.8,142.94,Apple
62.9,73.4,58.7,18.35,85.78,5.02,59.11,Potato
136.0,108.2,353.7,28.14,82.02,6.1,126.64,Banana
33.4,46.1,28.9,26.6,72.16,6.39,50.57,Soybean
33.3,75.1,27.0,19.94,63.93,6.78,36.66,Lentil
128.0,83.7,126.4,17.73,87.33,6.23,67.72,Cabbage
73.3,54.0,61.6,21.95,69.38,6.77,42.44,Onion
50.1,52.0,52.4,16.7,64.46,6.56,56.42,Barley
32.2,41.9,27.4,21.55,70.51,6.49,58.79,Soybean
48.5,33.0,27.9,28.6,53.41,6.03,53.14,Millet
108.3,49.4,56.0,27.51,87.62,6.14,240.57,Rice
67.6,72.6,65.7,19.0,67.62,6.26,51.88,Onion
52.8,53.8,,17.14,64.28,6.63,45.07,Mustard
50.4,26.0,31.7,29.11,48.85,5.77,58.03,Millet
68.5,60.4,69.1,24.48,66.36,6.11,58.25,Tomato
131.8,90.4,128.2,17.46,86.91,6.31,,Cabbage
30.6,20.4,24.3,30.16,63.86,6.88,105.57,Mango
64.5,63.7,64.1,14.48,70.68,6.48,41.21,Garlic
124.5,95.3,390.4,29.78,83.12,6.02,131.89,Banana
27.7,81.9,33.8,20.75,64.47,6.88,36.0,Lentil
30.7,79.6,32.4,14.12,75.34,6.65,43.11,Pea
29.5,82.2,33.1,21.54,65.39,6.71,45.93,Lentil
65.6,66.2,60.0,14.2,69.37,6.49,50.31,Garlic
102.9,61.6,88.4,23.68,73.23,6.47,73.42,Maize
54.0,57.0,52.6,18.54,64.7,6.42,56.56,Mustard
28.7,44.7,31.6,26.81,68.89,6.75,47.88,Soybean
56.5,57.8,69.5,15.21,69.73,6.63,44.21,Garlic
63.5,61.5,64.7,17.66,87.31,5.25,57.96,Potato
52.7,34.0,40.5,28.54,51.14,6.22,66.92,Millet
95.7,56.8,56.1,25.34,87.62,6.04,231.76,Rice
27.2,20.5,27.1,21.03,62.5,5.99,134.79,Apple
110.0,83.5,129.6,16.47,84.94,5.73,60.77,Cauliflower
27.8,15.5,27.8,20.67,52.1,5.97,152.32,Apple
96.6,61.0,85.1,26.07,72.76,6.63,80.78,Maize
126.5,86.7,119.1,18.0,85.06,6.42,73.92,Cabbage
34.1,37.1,26.9,21.19,67.39,6.63,53.62,Soybean
26.6,75.2,29.0,19.44,65.24,6.93,35.97,Lentil
29.3,50.7,30.5,26.19,73.44,6.56,51.77,Soybean
53.1,31.8,27.8,32.62,52.83,5.87,47.63,Millet
31.0,78.2,34.9,15.86,66.87,6.95,39.4,Lentil
28.8,42.0,31.1,24.03,71.33,6.28,54.2,Soybean
34.6,55.2,30.5,25.85,70.67,6.59,54.6,Soybean
130.4,94.3,130.9,16.84,83.2,6.17,85.02,Cabbage
77.9,51.9,75.4,25.32,74.67,6.61,107.48,Chili
40.6,34.1,31.5,30.84,46.36,6.0,59.59,Millet
84.3,83.9,94.8,27.86,83.97,7.32,124.32,Sugarcane
56.8,69.9,64.2,21.75,71.6,6.73,51.42,Onion
34.2,74.1,33.3,22.54,67.55,7.0,41.53,Lentil
61.3,52.5,221.35973899017898,24.63,73.58,6.4,65.73,Tomato
55.2,33.8,32.0,31.6,51.01,6.04,44.89,Millet
31.3,17.7,28.8,21.95,60.66,5.66,126.98,Apple
27.9,84.5,32.4,14.01,71.96,7.18,46.61,Pea
69.7,63.0,66.3,16.03,69.22,6.55,48.87,Garlic
64.4,69.9,65.6,14.76,68.39,6.57,40.46,Garlic
71.0,45.7,35.2,18.14,59.38,6.83,74.53,Wheat
65.6,51.0,64.8,24.65,69.47,6.3,55.74,Tomato
33.0,39.4,27.8,26.66,67.46,6.45,60.25,Soybean
88.5,45.7,83.4,23.74,66.67,6.64,96.58,Chili
125.4,81.6,122.9,17.57,86.88,5.99,74.85,Cauliflower
96.0,62.5,83.9,22.35,69.81,6.48,83.07,Maize
57.1,56.9,59.4,24.54,68.76,6.44,56.31,Tomato
37.1,87.6,31.6,12.75,74.76,6.87,44.07,Pea
71.1,67.5,59.8,16.6,68.3,6.77,49.07,Garlic
71.8,53.0,70.1,26.12,73.74,6.5,91.26,Chili
49.5,46.3,47.1,16.63,63.9,6.91,54.9,Barley
31.9,85.3,33.5,14.15,75.21,7.07,47.96,Pea
95.5,59.6,72.9,18.75,70.67,6.52,87.18,Maize
103.8,59.1,89.4,21.77,73.18,6.39,79.93,Maize
32.9,55.3,27.7,24.83,69.09,6.17,53.97,Soybean
56.6,39.9,43.6,18.39,61.69,6.57,93.04,Wheat
50.3,63.0,67.5,25.55,69.79,6.42,56.02,Tomato
116.3,78.8,122.1,17.5,83.49,6.17,79.17,Cauliflower
48.9,,45.8,14.49,64.96,6.84,66.68,Barley
120.4,82.0,126.7,18.95,88.02,5.9,80.29,Cauliflower
57.5,65.7,70.8,19.69,83.74,5.18,65.62,Potato
70.4,44.3,82.0,25.43,71.44,6.37,96.33,Chili
68.4,59.9,72.2,14.45,71.82,6.41,45.82,Garlic
100.5,70.8,102.1,30.86,83.34,6.8,124.7,Sugarcane
27.7,73.8,29.4,19.38,65.3,6.73,43.17,Lentil
76.5,60.4,79.0,30.89,77.37,6.67,95.95,Chili
96.6,56.9,61.5,23.88,83.98,6.07,219.66,Rice
58.8,50.0,64.3,16.78,67.18,6.3,58.66,Mustard
118.9,75.8,118.1,17.18,85.62,6.11,80.46,Cauliflower
90.6,59.4,104.5,26.05,82.35,7.15,,Sugarcane
27.8,33.8,30.7,23.71,67.33,6.42,60.82,Soybean
103.6,64.8,96.0,25.78,67.71,6.72,88.19,Maize
55.6,24.8,29.9,29.17,53.45,6.31,53.94,Millet
32.1,99.0,28.4,18.79,64.76,7.09,35.97,Lentil
47.1,26.6,29.7,27.3,46.47,6.54,49.06,Millet
63.4,61.6,64.2,23.38,77.26,6.16,55.08,Tomato
76.7,61.5,65.1,26.45,64.54,6.74,56.07,Tomato
129.1,109.4,397.4,27.7,80.26,6.01,143.24,Banana
29.0,71.9,37.4,12.6,76.47,6.56,48.07,Pea
46.9,51.8,47.1,16.93,66.12,6.59,52.98,Mustard
30.2,88.3,31.0,19.09,66.75,7.06,31.92,Lentil
66.6,66.3,66.0,18.78,70.92,6.57,48.95,Onion
57.1,48.4,41.2,16.68,62.78,6.74,52.33,Barley
64.1,66.0,63.5,-2.1646195466907976,68.41,6.64,51.04,Onion
59.7,27.4,38.5,27.45,47.16,6.31,68.72,Millet
83.7,48.8,82.7,28.2,71.71,6.77,93.24,Chili
29.8,75.1,27.7,20.81,63.5,6.56,31.78,Lentil
61.0,65.6,68.1,22.01,83.78,5.08,61.49,Potato
31.6,84.6,25.4,14.19,74.49,7.12,48.23,Pea
60.2,62.0,71.2,19.91,88.44,5.09,56.06,Potato
31.2,47.8,31.3,27.71,70.79,6.44,51.95,Soybean
60.7,63.1,67.8,23.42,89.01,5.15,61.77,Potato
33.6,76.2,24.2,15.87,75.31,6.76,52.06,Pea
34.7,20.9,24.6,21.51,56.12,6.23,129.03,Apple
58.4,65.7,67.5,20.86,90.16,5.02,58.22,Potato
72.0,67.9,61.3,19.78,72.06,6.25,48.04,Onion
97.8,56.8,55.6,31.91,88.51,5.93,247.95,Rice
70.5,64.2,70.8,15.56,68.92,6.57,44.62,Garlic
118.3,84.1,393.3,27.03,79.73,6.01,154.91,Banana
57.3,35.4,31.3,33.39,51.52,6.06,69.07,Millet
125.7,100.1,422.5,27.86,80.94,5.98,164.31,Banana
35.1,21.5,27.9,30.36,59.02,5.84,107.8,Mango
49.6,27.1,26.8,27.69,46.81,6.2,38.82,Millet
67.5,55.3,64.2,18.07,86.99,5.2,61.02,Potato
68.4,42.5,46.3,,59.22,6.55,69.25,Wheat
30.9,22.1,29.6,30.03,59.87,6.53,98.33,Mango
35.1,73.4,26.8,19.45,64.82,7.11,38.62,Lentil
128.6,84.4,112.3,16.6,86.85,5.99,72.88,Cauliflower
138.0,81.3,141.9,18.01,82.61,5.9,74.15,Cauliflower
59.8,55.0,59.6,21.79,72.42,6.48,63.11,Tomato
71.0,48.9,68.7,27.66,68.86,6.45,91.32,Chili
66.0,54.5,61.6,18.57,86.13,5.16,59.64,Potato
70.7,70.4,69.0,20.87,67.93,6.61,50.57,Onion
58.8,57.1,57.7,26.01,72.09,6.18,70.33,Tomato
119.0,72.8,137.6,18.55,85.99,5.89,81.68,Cauliflower
26.6,45.6,34.8,26.87,70.76,6.45,55.9,Soybean
115.2,74.9,144.0,17.32,85.08,6.17,82.83,Cabbage
65.4,54.5,70.2,22.82,62.39,6.37,63.12,Tomato
27.8,65.3,32.0,13.08,73.17,6.43,45.76,Pea
61.9,44.1,42.0,16.32,62.99,7.07,80.43,Wheat
73.4,59.0,70.7,15.22,67.79,6.78,49.62,Garlic
31.9,23.3,29.6,21.98,53.21,5.82,142.18,Apple
73.3,63.7,71.6,20.29,84.94,5.28,63.3,Potato
31.1,16.4,34.2,18.22,,6.19,121.82,Apple
93.5,60.8,91.0,29.96,79.87,6.16,109.66,Sugarcane
69.4,37.2,52.5,19.45,59.29,6.59,72.6,Wheat
105.2,62.8,53.6,27.38,87.49,5.96,262.58,Rice
95.4,74.2,84.7,24.49,80.64,6.78,121.92,Sugarcane
67.0,51.2,39.6,21.13,63.98,6.31,77.66,Wheat
102.1,69.8,65.7,27.1,87.45,6.0,224.54,Rice
105.4,54.3,77.2,21.82,64.01,6.33,91.11,Maize
55.4,44.1,50.1,17.53,59.07,6.9,60.91,Barley
125.0,84.6,136.3,18.73,84.51,6.17,73.41,Cabbage
124.0,104.2,327.4,28.26,80.52,6.01,138.01,Banana
56.7,33.3,24.6,33.08,53.86,6.38,57.7,Millet
54.4,226.69833382407163,57.9,21.87,65.51,6.41,54.06,Mustard
57.9,41.3,49.8,15.63,58.82,7.14,53.65,Barley
126.9,68.9,127.8,16.03,86.71,6.15,77.52,Cauliflower
27.6,-4.775342514515706,26.1,17.09,64.49,6.92,42.84,Lentil
72.4,39.2,46.1,18.17,58.04,6.54,69.93,Wheat
66.5,74.3,67.6,21.86,70.67,6.55,55.82,Onion
26.1,46.6,25.5,24.11,71.67,6.34,60.35,Soybean
116.9,69.3,123.8,18.02,82.26,6.0,76.41,Cauliflower
94.2,67.6,93.5,22.2,81.95,7.32,104.61,Sugarcane
117.6,111.5,406.7,27.36,79.02,5.87,139.42,Banana
31.1,76.8,26.6,20.84,62.16,6.68,26.86,Lentil
64.2,74.1,65.7,17.07,70.24,6.32,47.75,Garlic
122.1,98.2,355.0,27.44,80.68,6.0,135.88,Banana
69.3,61.9,73.8,29.59,70.08,6.55,89.1,Chili
102.4,55.4,66.0,28.27,89.53,6.41,204.28,Rice
141.5,95.9,131.4,17.56,83.42,6.33,76.05,Cabbage
51.7,35.6,31.2,30.11,54.49,6.35,53.98,Millet
68.9,44.9,43.7,20.04,61.82,6.45,84.29,Wheat
56.1,47.1,54.0,13.64,64.36,6.84,55.95,Barley
32.7,67.7,33.3,13.07,75.6,6.27,42.51,Pea
89.2,58.5,78.3,23.44,70.15,6.52,90.86,Maize
26.8,46.1,30.0,24.71,74.46,6.38,50.5,Soybean
26.3,81.7,26.5,18.82,65.59,6.14,44.34,Lentil
24.0,17.5,24.1,22.16,59.92,5.63,145.01,Apple
28.7,81.9,33.7,20.76,68.04,7.02,39.68,Lentil
62.4,62.2,69.1,18.91,89.79,5.22,54.44,Potato
64.7,56.7,63.8,15.41,69.78,6.41,37.46,Garlic
37.3,85.3,27.4,12.82,76.61,6.24,47.18,Pea
29.9,206.47203488967904,31.8,30.61,54.47,6.53,120.3,Mango
32.4,40.3,30.1,26.14,63.12,6.85,54.06,Soybean
125.0,84.3,123.5,16.89,83.18,6.32,79.51,Cabbage
91.2,63.0,109.9,31.92,80.29,7.05,103.99,Sugarcane
128.0,80.0,126.7,16.93,84.49,6.2,79.51,Cabbage
60.7,68.8,66.9,19.1,70.84,6.42,50.32,Onion
27.5,19.8,31.9,30.73,56.85,6.17,92.36,Mango
27.2,20.6,30.0,28.58,60.67,6.85,103.28,Mango
60.5,49.9,49.7,15.65,64.16,7.12,57.29,Barley
133.5,92.7,358.3,28.01,81.38,6.03,143.86,Banana
31.9,75.6,29.9,14.59,78.24,6.42,51.1,Pea
68.6,48.6,47.2,20.03,62.24,6.9,72.05,Wheat
74.2,58.5,66.4,22.61,89.0,5.12,56.77,Potato
62.5,60.2,66.8,18.04,85.02,5.22,66.34,Potato
32.2,77.4,30.0,18.05,65.22,6.87,35.27,Lentil
136.8,104.0,125.3,18.68,7.513541327290927,6.33,83.87,Cabbage
82.0,72.2,98.0,26.41,79.29,7.49,118.64,Sugarcane
75.9,59.6,96.7,30.29,69.91,6.71,112.13,Chili
32.8,78.4,31.6,14.68,77.12,6.45,51.33,Pea
124.8,67.1,123.8,16.38,86.1,6.12,80.06,Cabbage
58.6,61.3,61.2,22.01,70.79,6.37,52.6,Tomato
30.7,84.8,28.4,14.45,77.17,6.66,47.98,Pea
93.7,69.9,86.9,27.89,79.42,7.46,95.55,Sugarcane
63.6,63.0,64.0,19.82,69.13,6.46,45.73,Onion
65.6,70.2,67.9,19.27,83.98,5.13,55.03,Potato
45.6,47.0,48.0,13.53,59.53,7.27,56.72,Barley
93.3,70.2,89.0,29.89,83.83,7.29,110.96,Sugarcane
32.6,36.1,32.4,24.61,72.36,6.63,60.36,Soybean
63.8,62.3,52.4,11.61,64.66,6.5,52.53,Mustard
93.4,56.2,60.7,26.24,83.62,6.27,198.44,Rice
63.1,57.9,67.2,24.04,64.97,6.84,59.06,Tomato
56.6,46.9,65.0,22.79,77.02,6.13,54.67,Tomato
58.7,44.4,42.2,15.12,66.84,7.02,71.86,Wheat
75.1,69.3,60.8,19.53,85.91,5.25,55.27,Potato
126.3,74.4,121.3,16.97,83.37,5.98,77.87,Cauliflower
30.1,86.3,26.7,14.3,75.71,6.61,50.22,Pea
63.4,66.9,60.0,18.53,70.73,6.72,49.89,Onion
76.3,54.0,83.7,24.38,70.25,6.44,85.99,Chili
65.7,262.81013693154017,69.8,14.58,70.46,6.22,45.67,Garlic
97.2,65.0,67.2,23.49,67.32,6.46,82.94,Maize
38.8,79.4,27.7,14.94,74.92,6.48,49.51,Pea
51.4,55.0,62.7,23.23,68.16,6.32,59.68,Tomato
52.1,44.5,50.1,16.29,65.84,6.66,64.55,Barley
63.2,68.0,67.8,18.87,67.74,6.6,52.76,Onion
30.4,46.2,26.9,24.36,69.31,6.77,48.06,Soybean
123.4,104.5,390.2,28.45,81.52,6.15,141.57,Banana
33.2,42.2,23.8,28.41,66.68,6.32,58.68,Soybean
69.5,61.6,66.7,17.39,88.52,5.3,56.68,Potato
65.7,54.9,64.4,24.82,69.61,6.52,64.06,Tomato
25.3,19.0,32.1,-1.9435599515597084,58.71,6.03,141.43,Apple
59.5,65.2,68.2,18.08,90.26,5.06,64.19,Potato
62.7,41.8,42.7,17.29,64.06,6.73,52.24,Barley
,17.1,34.7,22.62,53.5,6.02,134.67,Apple
68.7,71.1,73.1,17.02,74.2,6.4,40.83,Garlic
69.1,39.3,49.1,22.56,56.26,6.52,83.48,Wheat
82.5,45.7,74.5,25.31,67.53,6.7,93.51,Chili
95.0,66.9,91.9,28.67,79.59,6.88,101.75,Sugarcane
39.2,92.7,28.9,13.4,80.22,6.48,47.27,Pea
29.0,75.6,26.4,14.81,74.44,6.9,42.87,Pea
57.7,54.6,58.8,19.85,60.15,6.64,45.71,Mustard
69.5,58.1,70.6,27.84,73.11,6.44,111.9,Chili
138.6,78.0,123.0,18.02,86.53,5.98,73.47,Cauliflower
33.1,15.7,37.9,21.86,54.39,5.88,150.88,Apple
27.6,56.0,31.1,23.61,75.51,6.85,54.89,Soybean
129.1,100.2,410.3,28.09,78.12,5.79,138.95,Banana
35.4,46.9,28.0,22.91,71.32,6.48,60.25,Soybean
96.6,58.2,53.5,26.39,88.44,6.44,201.95,Rice
71.5,51.4,69.7,28.02,74.05,6.41,57.79,Tomato
98.8,62.6,84.6,23.6,66.71,6.34,94.96,Maize
63.1,60.4,66.3,20.31,88.47,5.0,54.66,Potato
28.9,72.4,25.0,20.82,65.54,6.46,34.39,Lentil
55.0,52.0,48.3,15.53,60.75,6.95,58.78,Barley
27.1,38.0,29.3,24.79,70.34,6.45,57.11,Soybean
98.9,61.0,68.0,25.46,88.42,6.15,225.72,Rice
61.9,54.7,66.8,20.12,88.89,5.08,58.57,Potato
56.3,34.7,31.0,32.39,48.36,6.16,56.56,Millet
76.7,50.5,86.4,25.46,72.7,6.37,98.49,Chili
68.4,61.6,68.1,14.74,70.8,6.5,38.08,Garlic
92.8,65.0,98.0,27.49,80.15,7.44,124.11,Sugarcane
122.6,80.8,119.9,16.35,82.42,6.12,78.35,Cabbage
56.1,52.2,58.1,17.55,64.25,6.92,58.26,Mustard
63.8,66.0,58.3,23.08,90.48,5.08,58.65,Potato
56.8,44.1,53.3,20.03,60.77,6.43,69.86,Wheat
61.9,67.5,74.0,27.49,68.9,6.72,62.46,Tomato
129.1,101.4,405.1,28.58,80.08,6.08,149.54,Banana
69.5,54.7,83.3,26.99,71.43,6.23,79.55,Chili
62.9,66.4,64.1,21.56,83.68,4.95,60.6,Potato
55.3,56.1,51.8,16.21,64.74,6.57,53.02,Mustard
133.7,83.4,390.4,28.92,79.15,6.26,158.86,Banana
37.1,67.7,27.5,23.16,64.93,6.57,42.37,Lentil
30.9,46.6,29.5,24.37,80.53,6.65,56.38,Soybean
33.4,45.1,27.1,27.65,67.5,6.14,56.53,Soybean
95.2,47.6,59.4,27.2,91.28,6.41,199.4,Rice
59.1,49.7,51.9,14.98,69.49,6.91,52.02,Mustard
55.5,38.9,53.9,16.58,62.28,7.01,54.49,Barley
34.0,43.3,33.0,25.35,71.49,6.57,49.65,Soybean
123.0,93.2,367.5,28.22,79.19,6.28,159.55,Banana
28.9,69.7,34.7,22.28,63.88,6.98,36.12,Lentil
60.4,32.3,43.6,21.83,66.53,6.44,79.14,Wheat
67.1,36.1,50.3,20.42,64.62,6.86,84.18,Wheat
27.9,44.4,30.1,21.8,65.1,6.56,52.54,Soybean
31.4,48.1,33.8,22.63,75.84,6.08,52.44,Soybean
63.0,49.1,48.8,15.84,70.02,6.78,49.28,Barley
29.1,44.9,36.5,26.14,75.12,6.6,52.63,Soybean
49.8,32.6,22.7,28.95,49.86,6.06,46.87,Millet
55.7,57.0,56.1,17.23,62.93,6.53,59.98,Mustard
112.7,89.3,115.0,18.15,85.2,5.97,73.65,Cauliflower
30.0,91.3,32.0,21.25,65.07,6.71,31.06,Lentil
81.2,56.6,87.4,22.62,69.21,6.35,82.92,Chili
28.7,48.5,23.7,26.97,73.51,6.52,54.24,Soybean
17.9,27.0,31.8,28.09,56.25,6.33,105.97,Mango
71.3,54.3,76.2,24.45,72.63,6.64,85.3,Chili
61.0,68.3,73.4,16.31,69.87,6.34,42.55,Onion
64.2,44.0,50.7,20.99,50.2,6.91,76.62,Wheat
47.5,47.8,59.5,19.26,63.46,6.94,63.0,Mustard
71.1,67.7,61.9,22.0,90.52,5.13,57.0,Potato
28.8,40.8,33.0,26.54,70.56,6.61,54.87,Soybean
97.6,72.2,101.9,27.62,85.5,7.0,113.22,Sugarcane
33.4,84.6,32.2,13.91,74.32,6.82,50.92,Pea
27.0,71.7,31.7,14.54,76.91,6.74,56.75,Pea
116.1,73.7,128.7,18.73,85.0,5.8,73.96,Cauliflower
62.3,71.6,60.6,16.01,72.56,6.39,50.27,Garlic
101.3,63.2,75.7,20.01,71.68,5.99,82.36,Maize
59.8,50.5,55.8,21.26,64.85,6.77,55.28,Mustard
68.5,57.5,61.7,25.29,67.17,6.4,62.21,Tomato
58.6,70.8,71.3,17.92,90.89,5.09,61.4,Potato
130.8,80.1,113.4,17.07,86.47,6.21,63.9,Cabbage
22.6,17.6,27.9,21.94,59.97,6.19,122.34,Apple
65.0,59.1,61.3,23.6,67.75,6.32,65.44,Tomato
70.4,52.0,60.3,24.49,66.77,6.48,52.25,Tomato
118.3,93.3,400.7,26.98,79.55,6.04,163.8,Banana
31.4,19.1,24.9,34.77,60.89,6.54,90.85,Mango
29.5,18.1,32.5,29.42,55.6,5.86,90.59,Mango
62.5,44.6,46.7,19.19,57.75,6.76,65.94,Wheat
36.0,18.2,27.2,21.3,62.39,6.15,127.18,Apple
67.1,68.3,66.2,21.66,88.94,5.07,58.46,Potato
27.0,17.0,33.4,26.15,65.39,6.39,93.56,Mango
52.2,39.9,46.8,15.35,62.58,6.83,62.67,Barley
97.9,54.8,78.3,24.9,72.67,6.57,73.2,Maize
125.7,119.5,411.7,27.86,78.5,5.76,126.78,Banana
72.3,62.4,80.0,27.65,63.4,6.52,94.2,Chili
59.0,56.7,50.6,18.56,63.41,6.67,49.82,Mustard
68.9,57.3,75.1,25.07,71.92,6.21,54.5,Tomato
27.6,83.9,23.0,15.76,77.23,7.05,52.33,Pea
65.9,64.8,65.1,16.08,70.22,6.51,39.48,Garlic
67.3,64.3,66.3,19.62,89.17,4.95,58.79,Potato
83.7,56.9,90.1,24.19,81.44,7.17,101.37,Sugarcane
73.1,59.8,79.5,29.23,70.1,6.55,94.12,Chili
32.7,13.2,31.0,21.22,65.56,5.75,160.76,Apple
65.6,51.0,64.8,24.65,69.47,6.3,55.74,Tomato
31.2,25.9,36.1,20.42,60.84,5.76,151.0,Apple
27.2,85.3,34.4,21.14,65.92,6.72,40.73,Lentil
62.0,44.9,46.4,18.65,61.41,6.63,74.88,Wheat
102.3,59.2,85.6,22.33,68.72,6.51,92.3,Maize
112.1,73.7,110.9,17.55,86.49,5.79,76.29,Cauliflower
123.2,92.4,395.1,28.93,79.26,6.16,129.25,Banana
133.8,82.0,130.7,17.38,84.86,6.26,71.23,Cabbage
66.9,40.5,40.7,21.88,56.04,7.16,67.49,Wheat
72.6,48.7,53.9,17.24,58.25,6.57,81.01,Wheat
59.3,66.6,59.8,18.57,86.82,4.99,58.41,Potato
66.2,58.6,65.1,20.64,87.11,5.17,60.33,Potato
35.9,19.1,20.6,29.13,60.45,5.63,111.12,Mango
62.8,51.4,53.9,17.37,64.4,7.08,54.62,Mustard
32.2,74.3,32.0,14.21,73.57,6.76,52.94,Pea
29.5,20.1,24.9,30.72,60.6,6.83,100.0,Mango
89.9,57.0,65.7,28.04,84.39,6.29,234.63,Rice
61.5,51.5,38.5,15.27,64.31,6.59,57.94,Barley
48.6,32.2,42.4,13.92,62.93,6.79,53.44,Barley
88.8,78.3,105.2,27.22,78.02,6.81,105.0,Sugarcane
49.3,50.0,53.0,14.69,62.99,6.74,66.14,Mustard
62.4,66.4,54.2,20.14,70.26,6.3,51.35,Onion
35.0,17.6,37.2,27.66,63.61,6.26,92.74,Mango
58.8,24.6,35.3,29.54,46.3,6.08,47.19,Millet
83.4,53.6,90.9,21.63,66.09,6.36,102.23,Maize
36.3,85.6,29.8,12.64,75.34,6.73,47.11,Pea
56.8,50.0,68.0,19.38,62.88,6.13,51.56,Mustard
59.1,40.5,48.0,18.42,61.54,6.41,82.07,Wheat
32.6,23.4,25.8,22.09,63.48,5.84,161.32,Apple
62.4,60.5,65.9,24.12,72.68,6.29,60.64,Tomato
128.0,112.3,342.2,28.57,78.17,6.14,133.67,Banana
56.5,40.2,50.3,17.72,64.4,6.66,57.75,Barley
124.2,78.7,128.2,17.27,86.35,6.33,85.95,Cauliflower
117.8,72.7,,17.49,84.6,6.09,83.61,Cabbage
117.2,103.0,370.1,28.18,78.77,5.65,144.09,Banana
67.3,52.3,48.5,21.32,60.28,7.1,78.41,Wheat
71.0,64.6,72.6,20.75,66.94,6.52,51.49,Onion
124.7,100.7,393.7,26.88,78.72,6.04,136.68,Banana
61.8,58.6,52.4,16.48,65.63,6.61,54.84,Mustard
89.8,71.1,104.6,26.58,79.98,7.08,90.09,Sugarcane
59.8,37.8,43.0,15.46,61.1,6.73,60.74,Barley
84.4,58.6,77.3,29.45,71.73,6.61,111.78,Chili
129.2,74.8,116.7,17.76,85.07,6.32,77.73,Cabbage
31.8,16.8,24.5,30.52,65.81,6.17,110.18,Mango
